¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(∑›),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),µ•Œªæª÷µ(‘™),¿€º∆æª÷µ(‘™),
150076.SZ,’„…ÃŒ»Ω°,2012-07-13,--,0.911,0.911,0.911,0.911,345800,315023.8,--,--,0.911,1.1772,1.012,1.012,
150076.SZ,’„…ÃŒ»Ω°,2012-07-16,0.911,0.922,0.941,0.833,0.856,5894200,4990358.1,-0.055,-6.0373,0.8467,20.997,1.013,1.013,
150076.SZ,’„…ÃŒ»Ω°,2012-07-17,0.856,0.855,0.855,0.839,0.841,321300,270686.1,-0.015,-1.7523,0.8425,1.1436,1.013,1.013,
150076.SZ,’„…ÃŒ»Ω°,2012-07-18,0.841,0.835,0.846,0.823,0.84,328500,275496.2,-0.001,-0.1189,0.8386,1.2998,1.013,1.013,
150076.SZ,’„…ÃŒ»Ω°,2012-07-19,0.84,0.84,0.847,0.84,0.845,191800,161961.9,0.005,0.5952,0.8444,0.7523,1.013,1.013,
150076.SZ,’„…ÃŒ»Ω°,2012-07-20,0.845,0.842,0.846,0.84,0.846,91200,76792.4,0.001,0.1183,0.842,0.3656,1.013,1.013,
150076.SZ,’„…ÃŒ»Ω°,2012-07-23,0.846,0.838,0.851,0.838,0.846,184605,155689.6,0,0,0.8434,0.7405,1.014,1.014,
150076.SZ,’„…ÃŒ»Ω°,2012-07-24,0.846,0.849,0.849,0.839,0.846,7800,6586.8,0,0,0.8445,0.0313,1.014,1.014,
150076.SZ,’„…ÃŒ»Ω°,2012-07-25,0.846,0.841,0.845,0.839,0.845,150700,126817.1,-0.001,-0.1182,0.8415,0.5981,1.014,1.014,
150076.SZ,’„…ÃŒ»Ω°,2012-07-26,0.845,0.845,0.856,0.838,0.84,116500,98461.7,-0.005,-0.5917,0.8452,0.4682,1.014,1.014,
150076.SZ,’„…ÃŒ»Ω°,2012-07-27,0.84,0.857,0.857,0.837,0.84,96100,80583.9,0,0,0.8385,0.3863,1.015,1.015,
150076.SZ,’„…ÃŒ»Ω°,2012-07-30,0.84,0.846,0.846,0.84,0.844,35200,29680,0.004,0.4762,0.8432,0.1415,1.015,1.015,
150076.SZ,’„…ÃŒ»Ω°,2012-07-31,0.844,0.851,0.851,0.831,0.847,6500,5451.8,0.003,0.3555,0.8387,0.0262,1.015,1.015,
150076.SZ,’„…ÃŒ»Ω°,2012-08-01,0.847,0.848,0.848,0.839,0.845,182700,154421.3,-0.002,-0.2361,0.8452,0.7365,1.015,1.015,
150076.SZ,’„…ÃŒ»Ω°,2012-08-02,0.845,0.838,0.855,0.838,0.85,195300,165455.5,0.005,0.5917,0.8472,0.7879,1.016,1.016,
150076.SZ,’„…ÃŒ»Ω°,2012-08-03,0.85,0.85,0.85,0.838,0.848,226450,191740,-0.002,-0.2353,0.8467,0.9161,1.016,1.016,
150076.SZ,’„…ÃŒ»Ω°,2012-08-06,0.848,0.847,0.847,0.835,0.846,64801,54309.2,-0.002,-0.2358,0.8381,0.2617,1.016,1.016,
150076.SZ,’„…ÃŒ»Ω°,2012-08-07,0.846,0.836,0.844,0.836,0.844,289305,242450.7,-0.002,-0.2364,0.838,1.1693,1.017,1.017,
150076.SZ,’„…ÃŒ»Ω°,2012-08-08,0.844,0.836,0.844,0.836,0.836,78400,66102.4,-0.008,-0.9479,0.8431,0.3171,1.017,1.017,
150076.SZ,’„…ÃŒ»Ω°,2012-08-09,0.836,0.832,0.842,0.831,0.836,511100,427381,0,0,0.8362,2.0782,1.017,1.017,
150076.SZ,’„…ÃŒ»Ω°,2012-08-10,0.836,0.848,0.848,0.836,0.837,195901,165083.6,0.001,0.1196,0.8427,1.0001,1.017,1.017,
150076.SZ,’„…ÃŒ»Ω°,2012-08-13,0.837,0.839,0.842,0.839,0.84,152552,128235.1,0.003,0.3584,0.8406,0.7933,1.018,1.018,
150076.SZ,’„…ÃŒ»Ω°,2012-08-14,0.84,0.838,0.847,0.838,0.846,7300,6160.4,0.006,0.7143,0.8439,0.0383,1.018,1.018,
150076.SZ,’„…ÃŒ»Ω°,2012-08-15,0.846,0.846,0.846,0.841,0.841,20100,16907.1,-0.005,-0.591,0.8411,0.106,1.018,1.018,
150076.SZ,’„…ÃŒ»Ω°,2012-08-16,0.841,0.841,0.843,0.837,0.842,153950,129309.1,0.001,0.1189,0.8399,0.8137,1.018,1.018,
150076.SZ,’„…ÃŒ»Ω°,2012-08-17,0.842,0.849,0.849,0.838,0.839,109805,92273.1,-0.003,-0.3563,0.8403,0.5813,1.018,1.018,
150076.SZ,’„…ÃŒ»Ω°,2012-08-20,0.839,0.84,0.845,0.839,0.844,79400,66757.6,0.005,0.5959,0.8408,0.4212,1.019,1.019,
150076.SZ,’„…ÃŒ»Ω°,2012-08-21,0.844,0.848,0.848,0.841,0.841,28400,23896.9,-0.003,-0.3555,0.8414,0.1506,1.019,1.019,
150076.SZ,’„…ÃŒ»Ω°,2012-08-22,0.841,0.842,0.842,0.84,0.84,108000,90820,-0.001,-0.1189,0.8409,0.5732,1.019,1.019,
150076.SZ,’„…ÃŒ»Ω°,2012-08-23,0.84,0.842,0.847,0.842,0.847,171900,145370.6,0.007,0.8333,0.8457,0.9133,1.019,1.019,
150076.SZ,’„…ÃŒ»Ω°,2012-08-24,0.847,0.845,0.851,0.844,0.851,59100,50124.2,0.004,0.4723,0.8481,0.314,1.02,1.02,
150076.SZ,’„…ÃŒ»Ω°,2012-08-27,0.851,0.852,0.865,0.846,0.858,194500,166773.5,0.007,0.8226,0.8574,1.0561,1.02,1.02,
150076.SZ,’„…ÃŒ»Ω°,2012-08-28,0.858,0.868,0.868,0.857,0.862,207699,178910.6,0.004,0.4662,0.8614,1.1259,1.02,1.02,
150076.SZ,’„…ÃŒ»Ω°,2012-08-29,0.862,0.868,0.868,0.862,0.863,32200,27817.1,0.001,0.116,0.8639,0.1748,1.02,1.02,
150076.SZ,’„…ÃŒ»Ω°,2012-08-30,0.863,0.878,0.878,0.85,0.866,5000,4327.4,0.003,0.3476,0.8655,0.0272,1.021,1.021,
150076.SZ,’„…ÃŒ»Ω°,2012-08-31,0.866,0.876,0.876,0.85,0.854,11900,10214.2,-0.012,-1.3857,0.8583,0.0647,1.021,1.021,
150076.SZ,’„…ÃŒ»Ω°,2012-09-03,0.854,0.87,0.87,0.855,0.866,4400,3771.8,0.012,1.4052,0.8572,0.0239,1.021,1.021,
150076.SZ,’„…ÃŒ»Ω°,2012-09-04,0.866,0.87,0.87,0.862,0.863,27800,24027.9,-0.003,-0.3464,0.8643,0.1511,1.021,1.021,
150076.SZ,’„…ÃŒ»Ω°,2012-09-05,0.863,0.876,0.876,0.864,0.869,84190,73002.8,0.006,0.6952,0.8671,0.4579,1.022,1.022,
150076.SZ,’„…ÃŒ»Ω°,2012-09-06,0.869,0.852,0.873,0.852,0.87,16100,14035.2,0.001,0.1151,0.8718,0.0876,1.022,1.022,
150076.SZ,’„…ÃŒ»Ω°,2012-09-07,0.87,0.87,0.876,0.863,0.876,351000,306066.8,0.006,0.6897,0.872,1.9114,1.022,1.022,
150076.SZ,’„…ÃŒ»Ω°,2012-09-10,0.876,0.852,0.889,0.85,0.88,142250,125605,0.004,0.4566,0.883,0.7749,1.023,1.023,
150076.SZ,’„…ÃŒ»Ω°,2012-09-11,0.88,0.867,0.885,0.867,0.867,42600,36943.5,-0.013,-1.4773,0.8672,0.234,1.023,1.023,
150076.SZ,’„…ÃŒ»Ω°,2012-09-12,0.867,0.867,0.891,0.867,0.889,14050,12432.6,0.022,2.5375,0.8849,0.0774,1.023,1.023,
150076.SZ,’„…ÃŒ»Ω°,2012-09-13,0.889,0.889,0.895,0.876,0.88,83500,73895.8,-0.009,-1.0124,0.885,0.4608,1.023,1.023,
150076.SZ,’„…ÃŒ»Ω°,2012-09-14,0.88,0.863,0.883,0.863,0.871,68100,59908.3,-0.009,-1.0227,0.8797,0.3771,1.023,1.023,
150076.SZ,’„…ÃŒ»Ω°,2012-09-17,0.871,0.876,0.88,0.873,0.873,50400,44190.8,0.002,0.2296,0.8768,0.385,1.024,1.024,
150076.SZ,’„…ÃŒ»Ω°,2012-09-18,0.873,0.871,0.871,0.871,0.871,800,696.8,-0.002,-0.2291,0.871,0.0061,1.024,1.024,
150076.SZ,’„…ÃŒ»Ω°,2012-09-19,0.871,0.851,0.863,0.851,0.863,13100,11185.3,-0.008,-0.9185,0.8538,0.1003,1.024,1.024,
150076.SZ,’„…ÃŒ»Ω°,2012-09-20,0.863,0.868,0.868,0.868,0.868,31000,26908,0.005,0.5794,0.868,0.2375,1.024,1.024,
150076.SZ,’„…ÃŒ»Ω°,2012-09-21,0.868,0.868,0.875,0.868,0.875,4950,4306,0.007,0.8065,0.8699,0.0379,1.025,1.025,
150076.SZ,’„…ÃŒ»Ω°,2012-09-24,0.875,0.87,0.888,0.87,0.876,100800,89214.5,0.001,0.1143,0.8851,0.7721,1.025,1.025,
150076.SZ,’„…ÃŒ»Ω°,2012-09-25,0.876,0.876,0.886,0.87,0.885,1130085,984478.7,0.009,1.0274,0.8712,7.978,1.025,1.025,
150076.SZ,’„…ÃŒ»Ω°,2012-09-26,0.885,0.885,0.886,0.885,0.885,94900,84033.7,0,0,0.8855,0.6701,1.025,1.025,
150076.SZ,’„…ÃŒ»Ω°,2012-09-27,0.885,0.881,0.895,0.871,0.881,319000,282228.4,-0.004,-0.452,0.8847,2.3942,1.026,1.026,
150076.SZ,’„…ÃŒ»Ω°,2012-09-28,0.881,0.883,0.891,0.883,0.89,95855,85242.6,0.009,1.0216,0.8893,0.7194,1.026,1.026,
150076.SZ,’„…ÃŒ»Ω°,2012-10-08,0.89,0.886,0.887,0.886,0.887,20000,17739.6,-0.003,-0.3371,0.887,0.1512,1.028,1.028,
150076.SZ,’„…ÃŒ»Ω°,2012-10-09,0.887,0.891,0.941,0.891,0.896,103701,93340.2,0.009,1.0147,0.9001,0.7884,1.028,1.028,
150076.SZ,’„…ÃŒ»Ω°,2012-10-10,0.896,0.898,0.898,0.898,0.898,13701,12303.5,0.002,0.2232,0.898,0.1055,1.028,1.028,
150076.SZ,’„…ÃŒ»Ω°,2012-10-11,0.898,0.902,0.903,0.902,0.903,29600,26722.3,0.005,0.5568,0.9028,0.2293,1.028,1.028,
150076.SZ,’„…ÃŒ»Ω°,2012-10-12,0.903,0.902,0.902,0.901,0.902,13300,11992.6,-0.001,-0.1107,0.9017,0.103,1.028,1.028,
150076.SZ,’„…ÃŒ»Ω°,2012-10-15,0.902,0.9,0.905,0.896,0.905,35200,31581,0.003,0.3326,0.8972,0.2729,1.029,1.029,
150076.SZ,’„…ÃŒ»Ω°,2012-10-16,0.905,0.903,0.912,0.902,0.912,40800,36874.6,0.007,0.7735,0.9038,0.3163,1.029,1.029,
150076.SZ,’„…ÃŒ»Ω°,2012-10-17,0.912,0.905,0.912,0.905,0.912,11200,10144.4,0,0,0.9058,0.087,1.029,1.029,
150076.SZ,’„…ÃŒ»Ω°,2012-10-18,0.912,0.905,0.906,0.905,0.906,55600,50343.6,-0.006,-0.6579,0.9055,0.4331,1.029,1.029,
150076.SZ,’„…ÃŒ»Ω°,2012-10-19,0.906,0.905,0.905,0.905,0.905,10000,9050,-0.001,-0.1104,0.905,0.0779,1.029,1.029,
150076.SZ,’„…ÃŒ»Ω°,2012-10-22,0.905,0.905,0.909,0.905,0.909,25500,23135.5,0.004,0.442,0.9073,0.1989,1.03,1.03,
150076.SZ,’„…ÃŒ»Ω°,2012-10-23,0.909,0.909,0.91,0.908,0.908,23000,20916.9,-0.001,-0.11,0.9094,0.1794,1.03,1.03,
150076.SZ,’„…ÃŒ»Ω°,2012-10-24,0.908,0.9,0.909,0.899,0.903,162550,147283.7,-0.005,-0.5507,0.9061,1.2687,1.03,1.03,
150076.SZ,’„…ÃŒ»Ω°,2012-10-25,0.903,0.905,0.908,0.905,0.905,97400,88216.6,0.002,0.2215,0.9057,0.7603,1.031,1.031,
150076.SZ,’„…ÃŒ»Ω°,2012-10-26,0.905,0.907,0.907,0.907,0.907,25100,22765.7,0.002,0.221,0.907,0.1967,1.031,1.031,
150076.SZ,’„…ÃŒ»Ω°,2012-10-29,0.907,0.907,0.907,0.905,0.905,2500,2263.9,-0.002,-0.2205,0.9056,0.0197,1.031,1.031,
150076.SZ,’„…ÃŒ»Ω°,2012-10-30,0.905,0.907,0.909,0.907,0.909,20500,18626.5,0.004,0.442,0.9086,0.1615,1.031,1.031,
150076.SZ,’„…ÃŒ»Ω°,2012-10-31,0.909,0.909,0.912,0.909,0.912,6400,5822.6,0.003,0.33,0.9098,0.0504,1.032,1.032,
150076.SZ,’„…ÃŒ»Ω°,2012-11-01,0.912,0.913,0.915,0.913,0.914,40400,36945.4,0.002,0.2193,0.9145,0.3189,1.032,1.032,
150076.SZ,’„…ÃŒ»Ω°,2012-11-02,0.914,0.915,0.943,0.915,0.937,21406,19677.9,0.023,2.5164,0.9193,0.1692,1.032,1.032,
150076.SZ,’„…ÃŒ»Ω°,2012-11-05,0.937,0.924,0.924,0.924,0.924,1000,924,-0.013,-1.3874,0.924,0.0079,1.033,1.033,
150076.SZ,’„…ÃŒ»Ω°,2012-11-06,0.924,0.927,0.937,0.927,0.937,20500,19032.5,0.013,1.4069,0.9284,0.1623,1.033,1.033,
150076.SZ,’„…ÃŒ»Ω°,2012-11-07,0.937,0.94,0.94,0.94,0.94,24700,23218,0.003,0.3202,0.94,0.1955,1.033,1.033,
150076.SZ,’„…ÃŒ»Ω°,2012-11-08,0.94,0.969,0.969,0.944,0.944,94800,89945.7,0.004,0.4255,0.9488,0.7513,1.033,1.033,
150076.SZ,’„…ÃŒ»Ω°,2012-11-09,0.944,0.948,0.948,0.937,0.937,24235,22855.2,-0.007,-0.7415,0.9431,0.1921,1.033,1.033,
150076.SZ,’„…ÃŒ»Ω°,2012-11-12,0.937,0.938,0.94,0.932,0.94,42000,39430.8,0.003,0.3202,0.9388,0.3336,1.034,1.034,
150076.SZ,’„…ÃŒ»Ω°,2012-11-13,0.94,0.946,0.946,0.933,0.933,15200,14269.5,-0.007,-0.7447,0.9388,0.1207,1.034,1.034,
150076.SZ,’„…ÃŒ»Ω°,2012-11-14,0.933,0.933,0.933,0.933,0.933,--,--,0,0,--,--,1.034,1.034,
150076.SZ,’„…ÃŒ»Ω°,2012-11-15,0.933,0.944,0.944,0.935,0.935,8050,7577.2,0.002,0.2144,0.9413,0.0639,1.034,1.034,
150076.SZ,’„…ÃŒ»Ω°,2012-11-16,0.935,0.935,0.935,0.935,0.935,--,--,0,0,--,--,1.034,1.034,
150076.SZ,’„…ÃŒ»Ω°,2012-11-19,0.935,0.935,0.935,0.935,0.935,--,--,0,0,--,--,1.035,1.035,
150076.SZ,’„…ÃŒ»Ω°,2012-11-20,0.935,0.935,0.935,0.935,0.935,--,--,0,0,--,--,1.035,1.035,
150076.SZ,’„…ÃŒ»Ω°,2012-11-21,0.935,0.945,0.945,0.941,0.941,13835,13047.9,0.006,0.6417,0.9431,0.1099,1.035,1.035,
150076.SZ,’„…ÃŒ»Ω°,2012-11-22,0.941,0.928,0.93,0.928,0.93,10600,9856.8,-0.011,-1.169,0.9299,0.0842,1.036,1.036,
150076.SZ,’„…ÃŒ»Ω°,2012-11-23,0.93,0.949,0.949,0.92,0.93,1842149,1696170.1,0,0,0.9208,12.8223,1.036,1.036,
150076.SZ,’„…ÃŒ»Ω°,2012-11-26,0.93,0.917,0.93,0.917,0.921,473550,435420.1,-0.009,-0.9677,0.9195,3.2961,1.036,1.036,
150076.SZ,’„…ÃŒ»Ω°,2012-11-27,0.921,0.921,0.93,0.921,0.93,128400,118587.5,0.009,0.9772,0.9236,0.9435,1.036,1.036,
150076.SZ,’„…ÃŒ»Ω°,2012-11-28,0.93,0.939,0.939,0.93,0.93,59500,55701,0,0,0.9362,0.4411,1.037,1.037,
150076.SZ,’„…ÃŒ»Ω°,2012-11-29,0.93,0.928,0.947,0.928,0.947,272550,254621.7,0.017,1.828,0.9342,2.0248,1.037,1.037,
150076.SZ,’„…ÃŒ»Ω°,2012-11-30,0.947,0.946,0.965,0.942,0.965,404751,382204.7,0.018,1.9007,0.9443,3.007,1.037,1.037,
150076.SZ,’„…ÃŒ»Ω°,2012-12-03,0.965,0.949,0.949,0.947,0.948,62800,59553.7,-0.017,-1.7617,0.9483,0.4648,1.037,1.037,
150076.SZ,’„…ÃŒ»Ω°,2012-12-04,0.948,0.948,0.948,0.946,0.946,168400,159480.2,-0.002,-0.211,0.947,1.2464,1.038,1.038,
150076.SZ,’„…ÃŒ»Ω°,2012-12-05,0.946,0.943,0.944,0.933,0.942,285648,267871.9,-0.004,-0.4228,0.9378,2.1143,1.038,1.038,
150076.SZ,’„…ÃŒ»Ω°,2012-12-06,0.942,0.94,0.953,0.94,0.949,460000,435748,0.007,0.7431,0.9473,3.4022,1.038,1.038,
150076.SZ,’„…ÃŒ»Ω°,2012-12-07,0.949,0.948,0.965,0.935,0.935,52300,49544.9,-0.014,-1.4752,0.9473,0.387,1.038,1.038,
150076.SZ,’„…ÃŒ»Ω°,2012-12-10,0.935,0.938,0.954,0.938,0.952,410800,391097.2,0.017,1.8182,0.952,3.1251,1.039,1.039,
150076.SZ,’„…ÃŒ»Ω°,2012-12-11,0.952,0.954,0.97,0.954,0.966,260100,249790,0.014,1.4706,0.9604,1.9869,1.039,1.039,
150076.SZ,’„…ÃŒ»Ω°,2012-12-12,0.966,0.951,0.966,0.951,0.966,466516,444571,0,0,0.953,3.5106,1.039,1.039,
150076.SZ,’„…ÃŒ»Ω°,2012-12-13,0.966,0.953,0.962,0.953,0.957,469300,451412.2,-0.009,-0.9317,0.9619,3.5493,1.039,1.039,
150076.SZ,’„…ÃŒ»Ω°,2012-12-14,0.957,0.956,0.958,0.955,0.955,568300,544238.1,-0.002,-0.209,0.9577,4.3013,1.039,1.039,
150076.SZ,’„…ÃŒ»Ω°,2012-12-17,0.955,0.953,0.953,0.93,0.952,470900,448194.4,-0.003,-0.3141,0.9518,3.5667,1.04,1.04,
150076.SZ,’„…ÃŒ»Ω°,2012-12-18,0.952,0.95,0.95,0.919,0.933,593700,553780.1,-0.019,-1.9958,0.9328,4.5092,1.04,1.04,
150076.SZ,’„…ÃŒ»Ω°,2012-12-19,0.933,0.93,0.938,0.917,0.938,483904,448629.5,0.005,0.5359,0.9271,3.6763,1.04,1.04,
150076.SZ,’„…ÃŒ»Ω°,2012-12-20,0.938,0.921,0.932,0.921,0.932,181499,168242.6,-0.006,-0.6397,0.927,1.3789,1.04,1.04,
150076.SZ,’„…ÃŒ»Ω°,2012-12-21,0.932,0.931,0.931,0.914,0.914,111500,103070.2,-0.018,-1.9313,0.9244,0.8402,1.041,1.041,
150076.SZ,’„…ÃŒ»Ω°,2012-12-24,0.914,0.929,0.929,0.925,0.929,23500,21780.2,0.015,1.6411,0.9268,0.1756,1.041,1.041,
150076.SZ,’„…ÃŒ»Ω°,2012-12-25,0.929,1.015,1.015,0.86,0.927,498687,456725.9,-0.002,-0.2153,0.9159,3.6973,1.041,1.041,
150076.SZ,’„…ÃŒ»Ω°,2012-12-26,0.927,0.897,0.929,0.897,0.924,85800,79233.2,-0.003,-0.3236,0.9235,0.6361,1.042,1.042,
150076.SZ,’„…ÃŒ»Ω°,2012-12-27,0.924,0.916,0.923,0.9,0.919,2078482,1889586,-0.005,-0.5411,0.9091,13.7394,1.042,1.042,
150076.SZ,’„…ÃŒ»Ω°,2012-12-28,0.919,0.917,0.929,0.917,0.926,1473992,1362780.4,0.007,0.7617,0.9246,9.7435,1.042,1.042,
150076.SZ,’„…ÃŒ»Ω°,2012-12-31,0.926,0.933,0.945,0.928,0.945,355382,332310.7,0.019,2.0518,0.9351,2.4083,1.042,1.042,
150076.SZ,’„…ÃŒ»Ω°,2013-01-04,0.945,0.928,0.957,0.928,0.945,34800,32633.2,0,0,0.9377,0.2523,1.001,1.043,
150076.SZ,’„…ÃŒ»Ω°,2013-01-07,0.945,0.945,0.945,0.945,0.945,--,--,0,0,--,--,1.001,1.043,
150076.SZ,’„…ÃŒ»Ω°,2013-01-08,0.945,0.902,0.94,0.902,0.926,633300,584363.1,-0.019,-7.4925,0.9227,4.5916,1.001,1.043,
150076.SZ,’„…ÃŒ»Ω°,2013-01-09,0.926,0.906,0.93,0.906,0.915,409090,379434,-0.011,-1.1879,0.9275,2.9917,1.001,1.043,
150076.SZ,’„…ÃŒ»Ω°,2013-01-10,0.915,0.913,0.936,0.91,0.936,591080,541007.8,0.021,2.2951,0.9153,4.3634,1.002,1.044,
150076.SZ,’„…ÃŒ»Ω°,2013-01-11,0.936,0.936,0.944,0.93,0.937,410909,387280.4,0.001,0.1068,0.9425,3.038,1.002,1.044,
150076.SZ,’„…ÃŒ»Ω°,2013-01-14,0.937,0.931,0.943,0.931,0.94,1560989,1465354.1,0.003,0.3202,0.9387,10.3521,1.002,1.044,
150076.SZ,’„…ÃŒ»Ω°,2013-01-15,0.94,0.94,0.945,0.936,0.944,1168780,1100100.9,0.004,0.4255,0.9412,7.8087,1.002,1.044,
150076.SZ,’„…ÃŒ»Ω°,2013-01-16,0.944,0.945,0.948,0.935,0.942,2149030,2021714.7,-0.002,-0.2119,0.9408,13.8839,1.003,1.045,
150076.SZ,’„…ÃŒ»Ω°,2013-01-17,0.942,0.94,0.954,0.936,0.942,2233445,2101403.4,0,0,0.9409,13.7025,1.003,1.045,
150076.SZ,’„…ÃŒ»Ω°,2013-01-18,0.942,0.943,0.949,0.942,0.948,2846318,2688137.7,0.006,0.6369,0.9444,16.0831,1.003,1.045,
150076.SZ,’„…ÃŒ»Ω°,2013-01-21,0.948,0.949,0.959,0.948,0.951,397400,378124.9,0.003,0.3165,0.9515,2.5793,1.003,1.045,
150076.SZ,’„…ÃŒ»Ω°,2013-01-22,0.951,0.951,0.977,0.951,0.968,793636,765832.2,0.017,1.7876,0.965,5.9937,1.004,1.046,
150076.SZ,’„…ÃŒ»Ω°,2013-01-23,0.968,0.951,0.976,0.951,0.975,658670,629529.4,0.007,0.7231,0.9558,5.0395,1.004,1.046,
150076.SZ,’„…ÃŒ»Ω°,2013-01-24,0.975,0.982,0.986,0.977,0.977,155213,152654,0.002,0.2051,0.9835,1.2002,1.004,1.046,
150076.SZ,’„…ÃŒ»Ω°,2013-01-25,0.977,0.98,0.98,0.96,0.968,134599,130321,-0.009,-0.9212,0.9682,1.0942,1.004,1.046,
150076.SZ,’„…ÃŒ»Ω°,2013-01-28,0.968,0.971,0.979,0.971,0.979,132900,129383.9,0.011,1.1364,0.9735,1.0944,1.005,1.047,
150076.SZ,’„…ÃŒ»Ω°,2013-01-29,0.979,0.974,0.983,0.974,0.98,49900,48889.5,0.001,0.1021,0.9797,0.412,1.005,1.047,
150076.SZ,’„…ÃŒ»Ω°,2013-01-30,0.98,0.979,0.981,0.965,0.98,83600,81921.8,0,0,0.9799,0.6976,1.005,1.047,
150076.SZ,’„…ÃŒ»Ω°,2013-01-31,0.98,0.982,0.982,0.98,0.98,6200,6076.6,0,0,0.9801,0.052,1.005,1.047,
150076.SZ,’„…ÃŒ»Ω°,2013-02-01,0.98,0.963,0.993,0.963,0.989,596224,576154.8,0.009,0.9184,0.9663,4.8224,1.005,1.047,
150076.SZ,’„…ÃŒ»Ω°,2013-02-04,0.989,0.998,0.998,0.93,0.979,520400,487262.2,-0.01,-1.0111,0.9363,4.2091,1.006,1.048,
150076.SZ,’„…ÃŒ»Ω°,2013-02-05,0.979,0.953,0.981,0.953,0.981,503700,488905.6,0.002,0.2043,0.9706,4.1117,1.006,1.048,
150076.SZ,’„…ÃŒ»Ω°,2013-02-06,0.981,0.96,0.984,0.96,0.98,468100,449546.4,-0.001,-0.1019,0.9604,3.8321,1.006,1.048,
150076.SZ,’„…ÃŒ»Ω°,2013-02-07,0.98,0.982,0.982,0.966,0.966,463800,455390.8,-0.014,-1.4286,0.9819,3.7998,1.006,1.048,
150076.SZ,’„…ÃŒ»Ω°,2013-02-08,0.966,0.958,0.962,0.958,0.962,470000,450300,-0.004,-0.4141,0.9581,3.8538,1.006,1.048,
150076.SZ,’„…ÃŒ»Ω°,2013-02-18,0.962,0.962,0.98,0.962,0.977,463900,454565.3,0.015,1.5593,0.9799,3.8038,1.008,1.05,
150076.SZ,’„…ÃŒ»Ω°,2013-02-19,0.977,0.954,0.966,0.954,0.966,480300,458433.1,-0.011,-1.1259,0.9545,3.9386,1.008,1.05,
150076.SZ,’„…ÃŒ»Ω°,2013-02-20,0.966,0.966,0.966,0.966,0.966,--,--,0,0,--,--,1.008,1.05,
150076.SZ,’„…ÃŒ»Ω°,2013-02-21,0.966,0.973,0.973,0.973,0.973,9400,9146.2,0.007,0.7246,0.973,0.0777,1.009,1.051,
150076.SZ,’„…ÃŒ»Ω°,2013-02-22,0.973,0.952,0.952,0.952,0.952,1000,952,-0.021,-2.1583,0.952,0.0083,1.009,1.051,
150076.SZ,’„…ÃŒ»Ω°,2013-02-25,0.952,0.952,0.952,0.952,0.952,--,--,0,0,--,--,1.009,1.051,
150076.SZ,’„…ÃŒ»Ω°,2013-02-26,0.952,0.959,0.959,0.95,0.95,2857,2739.4,-0.002,-0.2101,0.9588,0.0236,1.009,1.051,
150076.SZ,’„…ÃŒ»Ω°,2013-02-27,0.95,0.95,0.956,0.95,0.956,88950,84504.3,0.006,0.6316,0.95,0.7349,1.01,1.052,
150076.SZ,’„…ÃŒ»Ω°,2013-02-28,0.956,0.955,0.961,0.955,0.959,90700,87059.9,0.003,0.3138,0.9599,0.7493,1.01,1.052,
150076.SZ,’„…ÃŒ»Ω°,2013-03-01,0.959,0.96,0.972,0.949,0.949,27107,26018.1,-0.01,-1.0428,0.9598,0.2239,1.01,1.052,
150076.SZ,’„…ÃŒ»Ω°,2013-03-04,0.949,0.974,0.974,0.974,0.974,100,97.4,0.025,2.6344,0.974,0.0008,1.01,1.052,
