¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(∑›),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),µ•Œªæª÷µ(‘™),¿€º∆æª÷µ(‘™),
150073.SZ,≈µ∞≤Œ»Ω°,2012-12-18,0.966,0.97,0.986,0.97,0.986,82893,81219.9,0.02,2.0704,0.9798,1.0794,1.05,1.05,
150073.SZ,≈µ∞≤Œ»Ω°,2012-12-19,0.986,0.983,0.983,0.982,0.982,125558,123298.1,-0.004,-0.4057,0.982,1.6395,1.05,1.05,
150073.SZ,≈µ∞≤Œ»Ω°,2012-12-20,0.982,0.982,0.983,0.982,0.983,370600,363976.2,0.001,0.1018,0.9821,4.8691,1.051,1.051,
150073.SZ,≈µ∞≤Œ»Ω°,2012-12-21,0.983,0.98,0.982,0.913,0.982,47600,44925.2,-0.001,-0.1017,0.9438,0.6254,1.051,1.051,
150073.SZ,≈µ∞≤Œ»Ω°,2012-12-24,0.982,0.983,0.983,0.982,0.982,21700,21331,0,0,0.983,0.2862,1.051,1.051,
150073.SZ,≈µ∞≤Œ»Ω°,2012-12-25,0.982,0.985,0.985,0.98,0.985,10101,9949.5,0.003,0.3055,0.985,0.1536,1.052,1.052,
150073.SZ,≈µ∞≤Œ»Ω°,2012-12-26,0.985,0.985,0.998,0.985,0.988,226777,224000.3,0.003,0.3046,0.9878,3.4553,1.052,1.052,
150073.SZ,≈µ∞≤Œ»Ω°,2012-12-27,0.988,0.989,0.994,0.989,0.994,8100,8011.4,0.006,0.6073,0.9891,0.1241,1.052,1.052,
150073.SZ,≈µ∞≤Œ»Ω°,2012-12-28,0.994,0.993,0.993,0.993,0.993,15100,14994.3,-0.001,-0.1006,0.993,0.239,1.052,1.052,
150073.SZ,≈µ∞≤Œ»Ω°,2012-12-31,0.993,0.987,1,0.987,0.995,113884,113764,0.002,0.2014,0.9989,1.8207,1.053,1.053,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-04,0.995,0.987,0.993,0.987,0.992,11000,10895,-0.003,-0.3015,0.9905,0.1762,1.001,1.054,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-07,0.992,0.992,0.992,0.992,0.992,--,--,0,0,--,--,1.001,1.054,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-08,0.992,0.95,0.984,0.95,0.954,192052,183697.5,-0.038,-4.6953,0.9565,3.0769,1.001,1.054,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-09,0.954,0.954,0.973,0.954,0.972,672160,645956.4,0.018,1.8868,0.961,10.9013,1.002,1.055,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-10,0.972,0.975,0.975,0.968,0.969,82502,80086.2,-0.003,-0.3086,0.9707,1.4094,1.002,1.055,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-11,0.969,0.97,0.975,0.966,0.975,54803,53161.6,0.006,0.6192,0.97,0.9934,1.002,1.055,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-14,0.975,0.975,0.983,0.963,0.979,342012,332416.4,0.004,0.4103,0.9719,6.2188,1.002,1.055,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-15,0.979,0.979,0.999,0.979,0.991,246496,241970.4,0.012,1.2257,0.9816,4.5443,1.003,1.056,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-16,0.991,0.98,0.991,0.98,0.991,158500,155801.9,0,0,0.983,3.3757,1.003,1.056,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-17,0.991,0.991,0.994,0.991,0.992,9000,8929.1,0.001,0.1009,0.9921,0.196,1.003,1.056,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-18,0.992,0.99,1.03,0.99,1.03,353435,352974.6,0.038,3.8306,0.9987,7.6814,1.003,1.056,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-21,1.03,1,1.015,1,1.001,133768,134647.5,-0.029,-2.8155,1.0066,2.9072,1.004,1.057,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-22,1.001,1,1.003,1,1.002,123010,123062.4,0.001,0.0999,1.0004,2.6734,1.004,1.057,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-23,1.002,0.999,0.999,0.99,0.994,43300,43087,-0.008,-0.7984,0.9951,0.9411,1.004,1.057,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-24,0.994,0.996,0.996,0.996,0.996,5000,4980,0.002,0.2012,0.996,0.1087,1.004,1.057,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-25,0.996,0.99,0.991,0.99,0.99,12900,12776.8,-0.006,-0.6024,0.9904,0.2804,1.004,1.057,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-28,0.99,0.991,0.995,0.991,0.995,16200,16079,0.005,0.5051,0.9925,0.3521,1.005,1.058,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-29,0.995,0.995,0.996,0.995,0.996,202109,201270.6,0.001,0.1005,0.9959,4.3925,1.005,1.058,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-30,0.996,0.997,0.998,0.996,0.997,319425,318352.8,0.001,0.1004,0.9966,7.9832,1.005,1.058,
150073.SZ,≈µ∞≤Œ»Ω°,2013-01-31,0.997,0.998,1.004,0.997,1.004,293300,292671.4,0.007,0.7021,0.9979,7.3636,1.005,1.058,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-01,1.004,1,1,1,1,100000,100000,-0.004,-0.3984,1,2.6586,1.006,1.059,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-04,1,1.005,1.008,1.005,1.008,128430,129292.9,0.008,0.8,1.0067,3.4145,1.006,1.059,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-05,1.008,1.009,1.025,1.009,1.025,505145,516230.2,0.017,1.6865,1.0219,13.5576,1.006,1.059,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-06,1.025,1.025,1.025,1.017,1.017,59300,60630.5,-0.008,-0.7805,1.0224,1.5915,1.006,1.059,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-07,1.017,1.024,1.024,1.024,1.024,26900,27545.6,0.007,0.6883,1.024,0.722,1.007,1.06,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-08,1.024,1.02,1.022,1.012,1.015,246603,250941.9,-0.009,-0.8789,1.0176,6.6193,1.007,1.06,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-18,1.015,1.015,1.015,1.009,1.009,26300,26574.5,-0.006,-0.5911,1.0104,0.7111,1.008,1.061,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-19,1.009,1.001,1.003,1.001,1.003,69552,69635.6,-0.006,-0.5946,1.0012,1.931,1.009,1.062,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-20,1.003,1.004,1.011,1.004,1.011,8000,8060,0.008,0.7976,1.0075,0.2221,1.009,1.062,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-21,1.011,1.003,1.01,1.002,1.009,86500,86873,-0.002,-0.1978,1.0043,2.3936,1.009,1.062,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-22,1.009,1.01,1.014,1.01,1.014,104400,105640,0.005,0.4955,1.0119,2.8957,1.009,1.062,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-25,1.014,1.003,1.018,1.002,1.017,75200,76243.3,0.003,0.2959,1.0139,2.0858,1.01,1.063,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-26,1.017,1.023,1.023,1.012,1.017,94202,95940.9,0,0,1.0185,2.6849,1.01,1.063,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-27,1.017,1.017,1.017,1.017,1.017,--,--,0,0,--,--,1.01,1.063,
150073.SZ,≈µ∞≤Œ»Ω°,2013-02-28,1.017,1.019,1.019,1.013,1.013,3400,3462.8,-0.004,-0.3933,1.0185,0.1006,1.01,1.063,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-01,1.013,1.015,1.015,1.012,1.014,218937,221995.7,0.001,0.0987,1.014,6.5137,1.01,1.063,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-04,1.014,1.017,1.017,1.007,1.007,101700,102770.6,-0.007,-0.6903,1.0105,3.0328,1.011,1.064,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-05,1.007,1.005,1.017,1.004,1.017,19100,19187.2,0.01,0.993,1.0046,0.5888,1.011,1.064,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-06,1.017,1.016,1.016,1.01,1.01,115200,116397,-0.007,-0.6883,1.0104,3.6281,1.011,1.064,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-07,1.01,1.01,1.01,1.001,1.006,500,503.2,-0.004,-0.396,1.0064,0.0159,1.011,1.064,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-08,1.006,1.02,1.02,1.016,1.016,32800,33386.8,0.01,0.994,1.0179,1.0604,1.012,1.065,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-11,1.016,1.015,1.015,1.007,1.008,84900,85992.6,-0.008,-0.7874,1.0129,2.7543,1.012,1.065,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-12,1.008,1.008,1.008,1.008,1.008,13000,13104,0,0,1.008,0.4217,1.012,1.065,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-13,1.008,1.006,1.006,1.001,1.001,12200,12249.7,-0.007,-0.6944,1.0041,0.396,1.012,1.065,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-14,1.001,1.001,1.001,1.001,1.001,--,--,0,0,--,--,1.013,1.066,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-15,1.001,1.001,1.001,0.999,0.999,24500,24521.5,-0.002,-0.1998,1.0009,0.7966,1.013,1.066,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-18,0.999,0.993,0.993,0.991,0.991,39830,39511.4,-0.008,-0.8008,0.992,1.3017,1.013,1.066,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-19,0.991,0.995,0.995,0.991,0.991,22000,21810,0,0,0.9914,0.7202,1.014,1.067,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-20,0.991,1.008,1.008,0.991,0.992,42100,41754.8,0.001,0.1009,0.9918,1.3781,1.014,1.067,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-21,0.992,0.991,1.005,0.988,1.001,98045,97279.2,0.009,0.9073,0.9922,3.2148,1.014,1.067,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-22,1.001,1.004,1.004,1.001,1.001,34600,34658.6,0,0,1.0017,1.145,1.014,1.067,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-25,1.001,1.007,1.007,1,1,21300,21365.1,-0.001,-0.0999,1.0031,0.724,1.015,1.068,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-26,1,1,1,1,1,--,--,0,0,--,--,1.015,1.068,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-27,1,0.997,0.997,0.995,0.995,21001,20923.2,-0.005,-0.5,0.9963,0.7258,1.015,1.068,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-28,0.995,0.995,0.995,0.995,0.995,--,--,0,0,--,--,1.015,1.068,
150073.SZ,≈µ∞≤Œ»Ω°,2013-03-29,0.995,0.991,0.991,0.991,0.991,8001,7929,-0.004,-0.402,0.991,0.2768,1.015,1.068,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-01,0.991,0.985,0.985,0.981,0.984,8000,7868,-0.007,-0.7064,0.9835,0.2781,1.016,1.069,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-02,0.984,1.003,1.004,1.002,1.002,17400,17448.2,0.018,1.8293,1.0028,0.6048,1.016,1.069,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-03,1.002,1.006,1.007,1.006,1.007,60700,61092.2,0.005,0.499,1.0065,2.1099,1.016,1.069,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-08,1.007,1.015,1.015,1.011,1.012,22000,22305,0.005,0.4965,1.0139,0.7647,1.017,1.07,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-09,1.012,1.013,1.015,1.013,1.013,21469,21762.1,0.001,0.0988,1.0137,0.7484,1.017,1.07,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-10,1.013,1.012,1.012,1.012,1.012,5012,5072.1,-0.001,-0.0987,1.012,0.1751,1.017,1.07,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-11,1.012,1.012,1.012,1.012,1.012,9000,9108,0,0,1.012,0.3144,1.018,1.071,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-12,1.012,1.012,1.012,1.012,1.012,1600,1619.2,0,0,1.012,0.0559,1.018,1.071,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-15,1.012,1.012,1.014,1.012,1.014,6000,6082,0.002,0.1976,1.0137,0.2096,1.018,1.071,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-16,1.014,1.015,1.019,1.015,1.019,38100,38713.9,0.005,0.4931,1.0161,1.331,1.018,1.071,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-17,1.019,1.014,1.014,1.014,1.014,4000,4056,-0.005,-0.4907,1.014,0.1397,1.019,1.072,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-18,1.014,1.005,1.013,1.005,1.013,80303,81026.9,-0.001,-0.0986,1.009,2.8054,1.019,1.072,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-19,1.013,1.013,1.013,1.013,1.013,--,--,0,0,--,--,1.019,1.072,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-22,1.013,1.016,1.02,1.016,1.019,202902,206678,0.006,0.5923,1.0186,7.1201,1.02,1.073,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-23,1.019,1.012,1.027,1.012,1.027,81534,83009.4,0.008,0.7851,1.0181,2.8674,1.02,1.073,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-24,1.027,1.01,1.021,0.925,1.02,234499,234461.3,-0.007,-0.6816,0.9998,8.7353,1.02,1.073,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-25,1.02,1.014,1.02,1.01,1.02,91001,92075.6,0,0,1.0118,3.4057,1.02,1.073,
150073.SZ,≈µ∞≤Œ»Ω°,2013-04-26,1.02,1.008,1.008,1.005,1.005,16720,16841.8,-0.015,-1.4706,1.0073,0.6679,1.02,1.073,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-02,1.005,1.01,1.01,1.01,1.01,5900,5959,0.005,0.4975,1.01,0.2363,1.021,1.074,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-03,1.01,1.014,1.022,1.014,1.022,12535,12717.7,0.012,1.1881,1.0146,0.506,1.021,1.074,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-06,1.022,1.022,1.022,1.022,1.022,--,--,0,0,--,--,1.022,1.075,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-07,1.022,1.01,1.013,1.01,1.013,15500,15685.6,-0.009,-0.8806,1.012,0.6281,1.022,1.075,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-08,1.013,1.027,1.027,1.019,1.019,30116,30689,0.006,0.5923,1.019,1.2204,1.022,1.075,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-09,1.019,1.026,1.028,1.026,1.028,55200,56712,0.009,0.8832,1.0274,2.2368,1.023,1.076,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-10,1.028,1.027,1.03,1.026,1.03,29298,30106,0.002,0.1946,1.0276,1.1978,1.023,1.076,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-13,1.03,1.022,1.022,1.022,1.022,9837,10053.4,-0.008,-0.7767,1.022,0.4168,1.023,1.076,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-14,1.022,1.022,1.022,1.022,1.022,16000,16352,0,0,1.022,0.6843,1.023,1.076,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-15,1.022,1.029,1.035,1.029,1.035,16300,16799.7,0.013,1.272,1.0307,0.6972,1.024,1.077,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-16,1.035,1.036,1.046,1.03,1.045,61277,63675,0.01,0.9662,1.0391,2.6462,1.024,1.077,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-17,1.045,1.045,1.053,1.044,1.053,53800,56392.6,0.008,0.7656,1.0482,2.3337,1.024,1.077,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-20,1.053,1.043,1.044,1.043,1.044,39300,41011.2,-0.009,-0.8547,1.0435,1.7725,1.024,1.077,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-21,1.044,1.017,1.025,1.017,1.025,17400,17822.2,-0.019,-1.8199,1.0243,0.7902,1.025,1.078,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-22,1.025,1.023,1.029,1.017,1.026,195403,199571.5,0.001,0.0976,1.0213,8.6771,1.025,1.078,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-23,1.026,1.026,1.026,1.019,1.023,45120,46049.5,-0.003,-0.2924,1.0206,2.0024,1.025,1.078,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-24,1.023,1.02,1.03,1.02,1.03,3000,3070,0.007,0.6843,1.0233,0.1331,1.025,1.078,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-27,1.03,1.015,1.034,1.015,1.026,405326,412682.2,-0.004,-0.3883,1.0181,15.5605,1.026,1.079,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-28,1.026,1.013,1.022,1.011,1.022,789443,801927.5,-0.004,-0.3899,1.0158,24.4746,1.026,1.079,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-29,1.022,1.01,1.018,1.006,1.016,2777332,2810278.2,-0.006,-0.5871,1.0119,38.6794,1.026,1.079,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-30,1.016,1.015,1.024,1.012,1.021,1525440,1553422.2,0.005,0.4921,1.0183,8.7704,1.026,1.079,
150073.SZ,≈µ∞≤Œ»Ω°,2013-05-31,1.021,1.016,1.023,1.015,1.021,2104652,2144664.2,0,0,1.019,11.3309,1.026,1.079,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-03,1.021,1.021,1.024,1.021,1.022,560721,573167.8,0.001,0.0979,1.0222,3.3933,1.027,1.08,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-04,1.022,1.015,1.024,1.015,1.024,888108,908056.5,0.002,0.1957,1.0225,5.5824,1.027,1.08,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-05,1.024,1.019,1.024,1.019,1.024,579011,592310.1,0,0,1.023,3.4645,1.027,1.08,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-06,1.024,1.025,1.026,1.022,1.022,487216,499136.2,-0.002,-0.1953,1.0245,2.8873,1.027,1.08,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-07,1.022,1.022,1.022,1.019,1.02,471860,481968.5,-0.002,-0.1957,1.0214,2.799,1.028,1.081,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-13,1.02,1.018,1.018,1.012,1.013,625543,635869.7,-0.007,-0.6863,1.0165,3.2056,1.029,1.082,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-14,1.013,1.016,1.016,1.012,1.012,681576,691855.8,-0.001,-0.0987,1.0151,3.4705,1.029,1.082,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-17,1.012,1.01,1.016,1.002,1.016,1181998,1199631.3,0.004,0.3953,1.0149,4.8936,1.029,1.082,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-18,1.016,1.016,1.019,1.016,1.018,284731,289626.6,0.002,0.1969,1.0172,1.178,1.03,1.083,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-19,1.018,1.018,1.018,1.013,1.018,140100,142354.3,0,0,1.0161,0.5758,1.03,1.083,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-20,1.018,1.015,1.015,1.002,1.003,625700,629555.9,-0.015,-1.4735,1.0062,2.5724,1.03,1.083,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-21,1.003,0.996,0.999,0.993,0.999,704329,701546.4,-0.004,-0.3988,0.996,2.8991,1.03,1.083,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-24,0.999,0.994,0.997,0.987,0.993,3937664,3911207.8,-0.006,-0.6006,0.9933,16.5555,1.031,1.084,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-25,0.993,0.992,0.994,0.98,0.988,2000188,1984532,-0.005,-0.5035,0.9922,8.4078,1.031,1.084,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-26,0.988,0.989,1.004,0.98,1.004,800712,796905.7,0.016,1.6194,0.9952,3.2424,1.031,1.084,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-27,1.004,0.991,0.991,0.991,0.991,3640,3607.2,-0.013,-1.2948,0.991,0.0164,1.031,1.084,
150073.SZ,≈µ∞≤Œ»Ω°,2013-06-28,0.991,1.008,1.009,1.005,1.006,905700,912126.7,0.015,1.5136,1.0071,4.0927,1.031,1.084,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-01,1.006,1.006,1.012,1.004,1.012,819080,826400.3,0.006,0.5964,1.0089,3.8207,1.032,1.085,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-02,1.012,1.026,1.027,1,1.01,393624,399203,-0.002,-0.1976,1.0142,1.9182,1.032,1.085,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-03,1.01,1.018,1.018,1.008,1.015,416856,421822.5,0.005,0.495,1.0119,2.1071,1.032,1.085,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-04,1.015,1.018,1.019,1.009,1.009,165566,168293.6,-0.006,-0.5911,1.0165,0.8657,1.032,1.085,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-05,1.009,1.016,1.021,1.015,1.018,249300,253469.6,0.009,0.892,1.0167,1.3124,1.033,1.086,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-08,1.018,1.023,1.023,1.015,1.017,593400,604042.1,-0.001,-0.0982,1.0179,3.1893,1.033,1.086,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-09,1.017,1.023,1.023,1.016,1.016,248600,253172.3,-0.001,-0.0983,1.0184,1.3606,1.033,1.086,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-10,1.016,1.015,1.022,1.007,1.008,507512,515398,-0.008,-0.7874,1.0155,2.8611,1.034,1.087,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-11,1.008,1.008,1.013,1.005,1.007,1690724,1704595.3,-0.001,-0.0992,1.0082,9.4612,1.034,1.087,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-12,1.007,1.011,1.011,1.005,1.006,179265,180644.1,-0.001,-0.0993,1.0077,0.9725,1.034,1.087,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-15,1.006,1.005,1.008,1.005,1.007,120000,120815,0.001,0.0994,1.0068,0.6512,1.034,1.087,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-16,1.007,1.01,1.01,1.006,1.008,156800,158161.9,0.001,0.0993,1.0087,0.8568,1.035,1.088,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-17,1.008,1.003,1.008,1.002,1.007,54600,54945.2,-0.001,-0.0992,1.0063,0.3013,1.035,1.088,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-18,1.007,1.01,1.01,1.004,1.006,102700,103471.2,-0.001,-0.0993,1.0075,0.573,1.035,1.088,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-19,1.006,1.009,1.015,1.005,1.014,873660,882034,0.008,0.7952,1.0096,4.8952,1.035,1.088,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-22,1.014,1.014,1.018,1.011,1.018,506616,514447.3,0.004,0.3945,1.0155,2.8546,1.036,1.089,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-23,1.018,1.017,1.02,1.014,1.015,405128,411917.9,-0.003,-0.2947,1.0168,2.4056,1.036,1.089,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-24,1.015,1.017,1.026,1.017,1.022,1083840,1105048.7,0.007,0.6897,1.0196,6.5647,1.036,1.089,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-25,1.022,1.025,1.025,1.011,1.012,267500,272211.7,-0.01,-0.9785,1.0176,1.7273,1.036,1.089,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-26,1.012,1.01,1.018,1.01,1.018,17720,18025.2,0.006,0.5929,1.0172,0.1215,1.036,1.089,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-29,1.018,1.011,1.013,1.011,1.013,171200,173296.8,-0.005,-0.4912,1.0122,1.1856,1.037,1.09,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-30,1.013,1.013,1.013,1.013,1.013,--,--,0,0,--,--,1.037,1.09,
150073.SZ,≈µ∞≤Œ»Ω°,2013-07-31,1.013,1.013,1.013,1.006,1.006,90452,91444.8,-0.007,-0.691,1.011,0.627,1.037,1.09,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-01,1.006,1.006,1.013,1.003,1.008,98356,99352.3,0.002,0.1988,1.0101,0.6831,1.037,1.09,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-02,1.008,1.013,1.017,1.013,1.017,347100,352263,0.009,0.8929,1.0149,2.4185,1.038,1.091,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-05,1.017,1.018,1.023,1.018,1.023,292995,298867.8,0.006,0.59,1.02,2.0607,1.038,1.091,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-06,1.023,1.024,1.025,1.015,1.015,454400,464881.1,-0.008,-0.782,1.0231,3.2844,1.038,1.091,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-07,1.015,1.015,1.023,1.015,1.018,50000,50890,0.003,0.2956,1.0178,0.3669,1.039,1.092,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-08,1.018,1.024,1.024,1.021,1.023,598748,612624.4,0.005,0.4912,1.0232,4.7261,1.039,1.092,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-09,1.023,1.026,1.027,1.019,1.019,44200,45287.4,-0.004,-0.391,1.0246,0.3507,1.039,1.092,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-12,1.019,1.024,1.025,1.017,1.018,89240,91168.1,-0.001,-0.0981,1.0216,0.7372,1.039,1.092,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-13,1.018,1.014,1.024,1.014,1.024,60000,61185,0.006,0.5894,1.0198,0.4931,1.04,1.093,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-14,1.024,1.024,1.028,1.023,1.024,1003566,1028661.9,0,0,1.025,8.3137,1.04,1.093,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-15,1.024,1.019,1.019,1.019,1.019,400,407.6,-0.005,-0.4883,1.019,0.0034,1.04,1.093,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-16,1.019,1.027,1.027,1.013,1.013,405100,414138.8,-0.006,-0.5888,1.0223,3.6861,1.04,1.093,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-19,1.013,1.01,1.018,1.008,1.009,222000,224209.4,-0.004,-0.3949,1.01,1.9264,1.041,1.094,
150073.SZ,≈µ∞≤Œ»Ω°,2013-08-20,1.009,1.014,1.02,1.014,1.02,268460,272965.6,0.011,1.0902,1.0168,2.3443,1.041,1.094,
