¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(∑›),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),µ•Œªæª÷µ(‘™),¿€º∆æª÷µ(‘™),
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-24,0.93,0.931,0.934,0.927,0.933,1282688,1194671.3,0.003,0.3226,0.9314,3.9487,1.015,1.222,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-25,0.933,0.934,0.94,0.931,0.934,2200692,2056114.1,0.001,0.1072,0.9343,6.7748,1.015,1.222,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-26,0.934,0.93,0.94,0.927,0.94,2676160,2496888.5,0.006,0.6424,0.933,8.242,1.015,1.222,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-27,0.94,0.944,0.948,0.936,0.942,6608284,6229624.9,0.002,0.2128,0.9427,20.3522,1.015,1.222,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-28,0.942,0.939,0.954,0.939,0.953,8734003,8275536.3,0.011,1.1677,0.9475,26.5315,1.016,1.223,
150073.SZ,≈µ∞≤Œ»Ω°,2015-08-31,0.953,0.95,0.968,0.947,0.965,4575923,4389097.2,0.012,1.2592,0.9592,14.3192,1.016,1.223,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-01,0.965,0.969,0.982,0.965,0.98,18158183,17676809.6,0.015,1.5544,0.9735,56.5361,1.016,1.223,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-02,0.98,0.979,0.98,0.967,0.979,13512238,13181931.7,-0.001,-0.102,0.9756,40.9598,1.016,1.223,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-07,0.979,0.974,0.981,0.962,0.981,3796406,3700234.3,0.002,0.2043,0.9747,11.5991,1.017,1.224,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-08,0.981,0.971,0.982,0.971,0.979,4502150,4408613.6,-0.002,-0.2039,0.9792,13.7548,1.017,1.224,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-09,0.979,0.966,0.976,0.966,0.972,832220,807206.9,-0.007,-0.715,0.9699,2.5429,1.018,1.225,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-10,0.972,0.967,0.975,0.967,0.975,1621252,1577583.7,0.003,0.3086,0.9731,4.9849,1.018,1.225,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-11,0.975,0.975,1.068,0.969,0.975,1518756,1509045.8,0,0,0.9936,4.6341,1.018,1.225,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-14,0.975,0.975,0.987,0.969,0.987,2722100,2669174,0.012,1.2308,0.9806,8.1575,1.018,1.225,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-15,0.987,0.985,0.998,0.982,0.99,9015536,8901752,0.003,0.304,0.9874,26.9095,1,1.226,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-16,0.99,0.99,0.99,0.99,0.99,--,--,0,0,--,--,1,1.226,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-17,0.99,0.95,0.97,0.95,0.956,2464012,2371721.8,-0.034,-4.4,0.9625,39.518,1,1.226,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-18,0.956,0.955,0.959,0.948,0.952,1288073,1227643.2,-0.004,-0.4184,0.9531,12.0948,1,1.226,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-21,0.952,0.95,0.96,0.948,0.959,892452,853937.7,0.007,0.7353,0.9568,12.445,1.001,1.227,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-22,0.959,0.951,0.961,0.951,0.961,761207,727964.7,0.002,0.2086,0.9563,11.4459,1.001,1.227,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-23,0.961,0.96,0.966,0.955,0.964,824102,789424.2,0.003,0.3122,0.9579,12.9239,1.001,1.227,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-24,0.964,0.964,0.967,0.959,0.959,352273,339341.2,-0.005,-0.5187,0.9633,6.0754,1.001,1.227,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-25,0.959,0.956,0.965,0.956,0.963,97079,93393.3,0.004,0.4171,0.962,1.6595,1.002,1.228,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-28,0.963,0.963,0.965,0.955,0.964,255983,246663.3,0.001,0.1038,0.9636,4.4292,1.002,1.228,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-29,0.964,0.965,0.98,0.965,0.965,103548,100091.3,0.001,0.1037,0.9666,1.9443,1.002,1.228,
150073.SZ,≈µ∞≤Œ»Ω°,2015-09-30,0.965,0.966,0.966,0.955,0.962,74317,71701.3,-0.003,-0.3109,0.9648,1.4287,1.002,1.228,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-08,0.962,0.962,0.966,0.962,0.965,175637,169410,0.003,0.3119,0.9645,3.3803,1.004,1.23,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-09,0.965,0.966,1.02,0.966,1.02,613729,596328.1,0.055,5.6995,0.9716,12.0969,1.004,1.23,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-12,1.02,0.979,0.985,0.96,0.977,767768,748359.7,-0.043,-4.2157,0.9747,15.5988,1.004,1.23,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-13,0.977,0.967,0.981,0.967,0.972,139052,135122.4,-0.005,-0.5118,0.9717,2.777,1.005,1.231,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-14,0.972,0.97,0.973,0.968,0.972,139520,135429.8,0,0,0.9707,2.8263,1.005,1.231,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-15,0.972,0.973,0.976,0.967,0.971,120060,116596.2,-0.001,-0.1029,0.9711,2.4724,1.005,1.231,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-16,0.971,0.968,0.968,0.963,0.963,78120,75274.9,-0.008,-0.8239,0.9636,1.6327,1.005,1.231,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-19,0.963,0.958,0.958,0.952,0.958,80378,76885.6,-0.005,-0.5192,0.9566,1.6601,1.006,1.232,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-20,0.958,0.955,0.964,0.955,0.963,36586,35188.7,0.005,0.5219,0.9618,0.7536,1.006,1.232,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-21,0.963,0.968,0.968,0.959,0.968,181484,174863.1,0.005,0.5192,0.9635,3.7317,1.006,1.232,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-22,0.968,0.97,0.97,0.96,0.969,23600,22781.9,0.001,0.1033,0.9653,0.4846,1.006,1.232,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-23,0.969,0.969,0.971,0.965,0.966,80386,77987.4,-0.003,-0.3096,0.9702,1.6511,1.006,1.232,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-26,0.966,0.964,0.966,0.964,0.966,20052,19355,0,0,0.9652,0.4154,1.007,1.233,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-27,0.966,0.965,0.974,0.964,0.966,97041,93695.5,0,0,0.9655,2.0011,1.007,1.233,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-28,0.966,0.967,0.97,0.966,0.969,118739,114985.4,0.003,0.3106,0.9684,2.4727,1.007,1.233,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-29,0.969,0.966,0.974,0.966,0.971,170018,165235.2,0.002,0.2064,0.9719,3.5436,1.007,1.233,
150073.SZ,≈µ∞≤Œ»Ω°,2015-10-30,0.971,0.971,0.971,0.971,0.971,82500,80107.5,0,0,0.971,1.7191,1.008,1.234,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-02,0.971,0.971,0.976,0.971,0.972,309653,301030.1,0.001,0.103,0.9722,5.9953,1.008,1.234,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-03,0.972,0.975,0.975,0.972,0.972,200216,194990.1,0,0,0.9739,3.8646,1.008,1.234,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-04,0.972,0.975,0.975,0.969,0.973,389102,377947.3,0.001,0.1029,0.9713,7.5106,1.008,1.234,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-05,0.973,0.97,0.971,0.963,0.967,525083,508537.7,-0.006,-0.6166,0.9685,10.0468,1.009,1.235,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-06,0.967,0.97,0.97,0.964,0.967,577867,559440.7,0,0,0.9681,10.9974,1.009,1.235,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-09,0.967,0.967,0.969,0.951,0.967,551427,530910.1,0,0,0.9628,10.6957,1.009,1.235,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-10,0.967,0.957,0.967,0.955,0.963,358700,344571,-0.004,-0.4137,0.9606,7.1494,1.009,1.235,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-11,0.963,0.957,0.969,0.956,0.96,258479,248706.6,-0.003,-0.3115,0.9622,5.4078,1.01,1.236,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-12,0.96,0.957,0.967,0.957,0.967,223560,215649.1,0.007,0.7292,0.9646,4.7586,1.01,1.236,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-13,0.967,0.958,0.969,0.958,0.965,93028,89760.1,-0.002,-0.2068,0.9649,2.0484,1.01,1.236,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-16,0.965,0.964,0.967,0.962,0.967,336736,325345.7,0.002,0.2073,0.9662,7.4934,1.01,1.236,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-17,0.967,0.966,0.967,0.952,0.956,150853,144106.7,-0.011,-1.1375,0.9553,3.4283,1.011,1.237,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-18,0.956,0.953,0.958,0.953,0.958,124900,119206.6,0.002,0.2092,0.9544,2.8415,1.011,1.237,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-19,0.958,0.952,0.958,0.952,0.957,18493,17625.9,-0.001,-0.1044,0.9531,0.4153,1.011,1.237,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-20,0.957,0.952,0.959,0.952,0.959,40744,39052.6,0.002,0.209,0.9585,0.9154,1.011,1.237,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-23,0.959,0.963,0.968,0.959,0.959,97809,94219.1,0,0,0.9633,2.2989,1.012,1.238,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-24,0.959,0.964,0.97,0.961,0.968,127452,123341,0.009,0.9385,0.9677,2.9805,1.012,1.238,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-25,0.968,0.966,0.971,0.966,0.969,176599,171125.8,0.001,0.1033,0.969,4.1363,1.012,1.238,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-26,0.969,0.969,0.974,0.96,0.963,26574,25750.2,-0.006,-0.6192,0.969,0.6485,1.012,1.238,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-27,0.963,0.954,0.956,0.954,0.956,10203,9751.8,-0.007,-0.7269,0.9558,0.2469,1.012,1.238,
150073.SZ,≈µ∞≤Œ»Ω°,2015-11-30,0.956,0.968,0.968,0.954,0.954,13616,13157.3,-0.002,-0.2092,0.9663,0.325,1.013,1.239,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-01,0.954,0.976,0.976,0.955,0.96,48000,46690,0.006,0.6289,0.9727,1.153,1.013,1.239,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-02,0.96,0.954,0.975,0.954,0.971,7187,6926.7,0.011,1.1458,0.9638,0.1751,1.013,1.239,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-03,0.971,0.969,0.969,0.961,0.963,3800,3673.4,-0.008,-0.8239,0.9667,0.0922,1.013,1.239,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-04,0.963,0.958,0.973,0.958,0.968,6500,6314,0.005,0.5192,0.9714,0.1578,1.013,1.239,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-07,0.968,0.972,0.972,0.959,0.968,20144,19522.1,0,0,0.9691,0.489,1.014,1.24,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-08,0.968,0.969,0.971,0.967,0.967,9100,8828.9,-0.001,-0.1033,0.9702,0.2252,1.014,1.24,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-09,0.967,0.961,0.971,0.961,0.971,73200,71072.2,0.004,0.4137,0.9709,1.815,1.014,1.24,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-10,0.971,0.971,0.971,0.967,0.967,17000,16449.4,-0.004,-0.4119,0.9676,0.4292,1.014,1.24,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-11,0.967,0.968,0.968,0.964,0.964,3000,2902.4,-0.003,-0.3102,0.9675,0.0757,1.015,1.241,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-14,0.964,0.964,0.969,0.959,0.965,21600,20833,0.001,0.1037,0.9645,0.5461,1.015,1.241,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-15,0.965,0.964,0.97,0.964,0.968,61921,59966.6,0.003,0.3109,0.9684,1.5679,1.015,1.241,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-16,0.968,0.971,0.972,0.966,0.967,25220,24461.4,-0.001,-0.1033,0.9699,0.653,1.015,1.241,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-17,0.967,0.971,0.972,0.968,0.971,163256,158206.5,0.004,0.4137,0.9691,4.2657,1.016,1.242,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-18,0.971,0.973,0.975,0.97,0.975,148860,144829,0.004,0.4119,0.9729,3.9293,1.016,1.242,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-21,0.975,0.961,0.979,0.961,0.978,126246,123366.2,0.003,0.3077,0.9772,3.3543,1.016,1.242,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-22,0.978,0.979,0.98,0.967,0.979,67106,65734.6,0.001,0.1022,0.9796,1.7891,1.016,1.242,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-23,0.979,0.979,0.984,0.979,0.984,30500,29931.5,0.005,0.5107,0.9814,0.8173,1.017,1.243,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-24,0.984,0.984,0.984,0.984,0.984,--,--,0,0,--,--,1.017,1.243,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-25,0.984,0.984,0.985,0.98,0.985,78485,77289.1,0.001,0.1016,0.9848,2.1041,1.017,1.243,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-28,0.985,0.985,0.99,0.984,0.987,72689,71678.4,0.002,0.203,0.9861,1.9487,1.017,1.243,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-29,0.987,0.987,0.989,0.987,0.989,30400,30064.8,0.002,0.2026,0.989,0.8159,1.018,1.244,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-30,0.989,0.989,0.989,0.989,0.989,--,--,0,0,--,--,1.018,1.244,
150073.SZ,≈µ∞≤Œ»Ω°,2015-12-31,0.989,0.994,0.997,0.99,0.997,53340,53069.3,0.008,0.8089,0.9949,1.4315,1.018,1.244,
150073.SZ,≈µ∞≤Œ»Ω°,2016-01-04,0.997,0.998,1,0.997,0.999,72400,72338.6,0.002,0.2006,0.9992,1.9431,1.001,1.245,
150073.SZ,≈µ∞≤Œ»Ω°,2016-01-05,0.999,0.999,0.999,0.999,0.999,--,--,0,0,--,--,1.001,1.245,
