´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(·Ý),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),µ¥Î»¾»Öµ(Ôª),ÀÛ¼Æ¾»Öµ(Ôª),
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-23,0.976,0.976,0.976,0.976,0.976,162000,158112,0,0,0.976,0.045,1.028,1.028,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-24,0.976,0.976,0.979,0.976,0.979,68608,66987.2,0.003,0.3074,0.9764,0.0191,1.028,1.028,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-25,0.979,0.979,0.979,0.979,0.979,--,--,0,0,--,--,1.03,1.03,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-28,0.979,0.979,0.979,0.976,0.979,109500,107067.3,0,0,0.9778,0.0304,1.032,1.032,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-29,0.979,0.979,0.979,0.979,0.979,106000,103774,0,0,0.979,0.0294,1.033,1.033,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-30,0.979,0.979,0.989,0.979,0.989,10100,9888.9,0.01,1.0215,0.9791,0.0028,1.033,1.033,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-07-31,0.989,0.989,0.989,0.989,0.989,--,--,0,0,--,--,1.035,1.035,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-01,0.989,0.977,0.99,0.977,0.99,149202,146347.2,0.001,0.1011,0.9809,0.0414,1.035,1.035,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-04,0.99,1.05,1.05,0.976,1,166604,166644.9,0.01,1.0101,1.0002,0.0463,1.038,1.038,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-05,1,0.999,0.999,0.98,0.999,7000,6873.3,-0.001,-0.1,0.9819,0.0019,1.038,1.038,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-06,0.999,0.977,0.999,0.977,0.99,593104,587076.7,-0.009,-0.9009,0.9898,0.1647,1.039,1.039,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-07,0.99,0.99,0.99,0.99,0.99,--,--,0,0,--,--,1.039,1.039,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-08,0.99,0.99,0.99,0.99,0.99,3000,2970,0,0,0.99,0.0008,1.041,1.041,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-11,0.99,0.991,0.991,0.991,0.991,600,594.6,0.001,0.101,0.991,0.0002,1.042,1.042,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-12,0.991,0.991,0.991,0.991,0.991,--,--,0,0,--,--,1.042,1.042,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-13,0.991,0.989,0.99,0.989,0.99,638031,631151.7,-0.001,-0.1009,0.9892,0.1772,1.045,1.045,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-14,0.99,0.991,0.992,0.991,0.992,405723,402121.5,0.002,0.202,0.9911,0.1127,1.045,1.045,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-15,0.992,1,1,1,1,101600,101600,0.008,0.8065,1,0.0282,1.047,1.047,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-18,1,0.995,1,0.995,0.999,259600,259507.6,-0.001,-0.1,0.9996,0.0721,1.047,1.047,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-19,0.999,1,1,1,1,215301,215301,0.001,0.1001,1,0.0598,1.047,1.047,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-20,1,1.005,1.005,1.005,1.005,32500,32662.5,0.005,0.5,1.005,0.009,1.048,1.048,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-21,1.005,1,1.01,1,1.01,14700,14747,0.005,0.4975,1.0032,0.0041,1.048,1.048,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-22,1.01,1,1,1,1,197421,197421,-0.01,-0.9901,1,0.0548,1.049,1.049,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-25,1,1,1,1,1,80001,80001,0,0,1,0.0222,1.049,1.049,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-26,1,1,1,1,1,--,--,0,0,--,--,1.049,1.049,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-27,1,1,1,1,1,--,--,0,0,--,--,1.049,1.049,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-28,1,1,1,1,1,300500,300500,0,0,1,0.0834,1.05,1.05,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-08-29,1,1,1,1,1,--,--,0,0,--,--,1.05,1.05,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-01,1,1,1,1,1,--,--,0,0,--,--,1.051,1.051,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-02,1,1,1,1,1,--,--,0,0,--,--,1.053,1.053,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-03,1,1,1,1,1,150000,150000,0,0,1,0.0417,1.053,1.053,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-04,1,1,1,1,1,20000,20000,0,0,1,0.0056,1.053,1.053,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-05,1,1,1.001,1,1.001,16000,16003,0.001,0.1,1.0002,0.0044,1.054,1.054,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-09,1.001,1,1,1,1,886623,886623,-0.001,-0.0999,1,0.2462,1.054,1.054,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-10,1,1,1.038,1,1,537060,537539.7,0,0,1.0009,0.1491,1.054,1.054,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-11,1,1,1,1,1,--,--,0,0,--,--,1.054,1.054,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-12,1,1,1,1,1,--,--,0,0,--,--,1.055,1.055,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-15,1,1,1,1,1,--,--,0,0,--,--,1.056,1.056,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-16,1,1,1.001,1,1,410189,410194.3,0,0,1,0.1139,1.055,1.055,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-17,1,1,1,1,1,100,100,0,0,1,0,1.056,1.056,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-18,1,1.001,1.01,1.001,1.01,152304,152459,0.01,1,1.001,0.0423,1.058,1.058,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-19,1.01,1.001,1.01,1.001,1.01,60910,61519.1,0,0,1.01,0.0169,1.059,1.059,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-22,1.01,1,1.011,1,1.011,238906,240330.1,0.001,0.099,1.006,0.0663,1.059,1.059,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-23,1.011,1.011,1.012,1.011,1.011,89006,89991.1,0,0,1.0111,0.0247,1.06,1.06,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-24,1.011,1.012,1.012,1.012,1.012,1000,1012,0.001,0.0989,1.012,0.0003,1.061,1.061,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-25,1.012,1.011,1.012,1.01,1.012,110000,111226,0,0,1.0111,0.0305,1.062,1.062,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-26,1.012,1.012,1.012,1.012,1.012,--,--,0,0,--,--,1.064,1.064,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-29,1.012,1.021,1.021,1.021,1.021,6700,6840.7,0.009,0.8893,1.021,0.0019,1.065,1.065,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-09-30,1.021,1.013,1.022,1.013,1.022,23900,24380.8,0.001,0.0979,1.0201,0.0066,1.068,1.068,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-08,1.022,1.015,1.015,1.015,1.015,8900,9033.5,-0.007,-0.6849,1.015,0.0025,1.07,1.07,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-09,1.015,1.016,1.02,1.016,1.017,44200,44945.4,0.002,0.197,1.0169,0.0123,1.07,1.07,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-10,1.017,1.017,1.017,1.017,1.017,--,--,0,0,--,--,1.069,1.069,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-13,1.017,1.017,1.026,1.017,1.018,96606,98372.5,0.001,0.0983,1.0183,0.0268,1.07,1.07,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-14,1.018,1.018,1.018,1.018,1.018,11801,12013.4,0,0,1.018,0.0033,1.07,1.07,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-15,1.018,1.019,1.026,1.019,1.026,199102,203108.5,0.008,0.7859,1.0201,0.0553,1.072,1.072,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-16,1.026,1.026,1.03,1.026,1.03,124006,127503.1,0.004,0.3899,1.0282,0.0344,1.075,1.075,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-17,1.03,1.033,1.054,1.033,1.054,32801,34315.2,0.024,2.3301,1.0462,0.0091,1.078,1.078,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-20,1.054,1.054,1.054,1.054,1.054,--,--,0,0,--,--,1.08,1.08,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-21,1.054,1.033,1.049,1.033,1.038,154000,159724.2,-0.016,-1.518,1.0372,0.0428,1.084,1.084,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-22,1.038,1.039,1.039,1.039,1.039,7900,8208.1,0.001,0.0963,1.039,0.0022,1.085,1.085,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-23,1.039,1.04,1.053,1.04,1.053,125002,131556.8,0.014,1.3474,1.0524,0.0347,1.089,1.089,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-24,1.053,1.055,1.055,1.055,1.055,108205,114156.3,0.002,0.1899,1.055,0.03,1.088,1.088,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-27,1.055,1.055,1.055,1.055,1.055,--,--,0,0,--,--,1.088,1.088,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-28,1.055,1.047,1.066,1.007,1.066,100200,101237.4,0.011,1.0427,1.0104,0.0278,1.093,1.093,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-29,1.066,1.059,1.067,1.059,1.067,187907,199700.4,0.001,0.0938,1.0628,0.0522,1.097,1.097,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-30,1.067,1.054,1.063,1.054,1.061,23900,25347.7,-0.006,-0.5623,1.0606,0.0066,1.099,1.099,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-10-31,1.061,1.061,1.073,1.061,1.073,24400,25889.6,0.012,1.131,1.061,0.0068,1.109,1.109,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-03,1.073,1.073,1.073,1.073,1.073,--,--,0,0,--,--,1.109,1.109,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-04,1.073,1.078,1.098,1.078,1.094,309400,335626,0.021,1.9571,1.0848,0.0859,1.111,1.111,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-05,1.094,1.092,1.098,1.091,1.098,479214,524067.7,0.004,0.3656,1.0936,0.1331,1.112,1.112,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-06,1.098,1.097,1.105,1.097,1.104,87704,96282.8,0.006,0.5464,1.0978,0.0244,1.116,1.116,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-07,1.104,1.103,1.103,1.098,1.103,224001,246796.1,-0.001,-0.0906,1.1018,0.0622,1.119,1.119,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-10,1.103,1.096,1.103,1.09,1.1,44300,48516.6,-0.003,-0.272,1.0952,0.0123,1.126,1.126,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-11,1.1,1.09,1.103,1.09,1.096,325401,357200.8,-0.004,-0.3636,1.0977,0.0904,1.125,1.125,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-12,1.096,1.103,1.103,1.103,1.103,83000,91549,0.007,0.6387,1.103,0.023,1.134,1.134,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-13,1.103,1.103,1.104,1.07,1.101,307200,336124.1,-0.002,-0.1813,1.0942,0.0853,1.132,1.132,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-14,1.101,1.085,1.097,1.081,1.097,68400,74014.4,-0.004,-0.3633,1.0821,0.019,1.13,1.13,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-17,1.097,1.071,1.09,1.071,1.088,50001,54212.9,-0.009,-0.8204,1.0842,0.0139,1.128,1.128,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-18,1.088,1.063,1.086,1.061,1.086,10100,10729.8,-0.002,-0.1838,1.0624,0.0028,1.124,1.124,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-19,1.086,1.086,1.088,1.086,1.087,100000,108706.9,0.001,0.0921,1.0871,0.0278,1.125,1.125,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-20,1.087,1.087,1.087,1.087,1.087,--,--,0,0,--,--,1.125,1.125,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-21,1.087,1.087,1.087,1.087,1.087,--,--,0,0,--,--,1.127,1.127,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-24,1.087,1.086,1.086,1.085,1.086,449700,488262.5,-0.001,-0.092,1.0858,0.1249,1.132,1.132,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-25,1.086,1.08,1.08,1.072,1.072,15000,16108,-0.014,-1.2891,1.0739,0.0042,1.134,1.134,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-26,1.072,1.075,1.075,1.075,1.075,153700,165227.5,0.003,0.2799,1.075,0.0427,1.135,1.135,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-27,1.075,1.09,1.09,1.09,1.09,11200,12208,0.015,1.3953,1.09,0.0031,1.135,1.135,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-11-28,1.09,1.089,1.09,1.089,1.09,207200,225843,0,0,1.09,0.0575,1.138,1.138,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-01,1.09,1.09,1.102,1.09,1.102,10709,11680.2,0.012,1.1009,1.0907,0.003,1.136,1.136,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-02,1.102,1.09,1.102,1.078,1.102,422122,463894,0,0,1.099,0.1172,1.141,1.141,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-03,1.102,1.078,1.128,1.078,1.124,231958,261034.1,0.022,1.9964,1.1254,0.0644,1.138,1.138,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-04,1.124,1.13,1.229,1.111,1.181,3450379,4048960.1,0.057,5.0712,1.1735,0.9581,1.143,1.143,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-05,1.181,1.181,1.227,1.109,1.131,1898105,2238686.3,-0.05,-4.2337,1.1794,0.5271,1.135,1.135,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-08,1.131,1.132,1.132,1.029,1.065,2340677,2485199.7,-0.066,-5.8355,1.0617,0.65,1.136,1.136,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-09,1.065,1.045,1.08,0.98,0.991,1642300,1674551.4,-0.074,-6.9484,1.0196,0.456,1.104,1.104,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-10,0.991,0.991,1.02,0.991,1.015,984048,987562.6,0.024,2.4218,1.0036,0.2733,1.106,1.106,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-11,1.015,0.994,1.019,0.991,1.014,688292,683112.4,-0.001,-0.0985,0.9925,0.1911,1.105,1.105,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-12,1.014,1,1.019,0.992,1.01,239200,239253,-0.004,-0.3945,1.0002,0.0664,1.106,1.106,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-15,1.01,1.015,1.019,1,1.016,72100,72757,0.006,0.5941,1.0091,0.02,1.106,1.106,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-16,1.016,1.019,1.019,1.004,1.017,135300,136780.9,0.001,0.0984,1.0109,0.0376,1.108,1.108,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-17,1.017,1.01,1.017,1.01,1.01,132503,133836.9,-0.007,-0.6883,1.0101,0.0368,1.115,1.115,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-18,1.01,1.012,1.012,1.01,1.01,172400,174204.3,0,0,1.0105,0.0479,1.113,1.113,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-19,1.01,1.01,1.012,1.01,1.011,135900,137387.4,0.001,0.099,1.0109,0.0377,1.117,1.117,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-22,1.011,1.012,1.068,1.012,1.03,249359,255451.1,0.019,1.8793,1.0244,0.0692,1.126,1.126,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-23,1.03,1.015,1.039,1.015,1.033,342922,351240.6,0.003,0.2913,1.0243,0.0952,1.121,1.121,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-24,1.033,1.032,1.033,1.032,1.033,300,309.7,0,0,1.0323,0.0001,1.117,1.117,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-25,1.033,1.032,1.036,1.032,1.036,13700,14153.1,0.003,0.2904,1.0331,0.0038,1.126,1.126,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-26,1.036,1.057,1.057,1.038,1.038,18700,19551.4,0.002,0.1931,1.0455,0.0052,1.142,1.142,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-29,1.038,1.052,1.063,1.052,1.063,328632,346575,0.025,2.4085,1.0546,0.0913,1.146,1.146,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-30,1.063,1.056,1.056,1.038,1.054,114631,119761.3,-0.009,-0.8467,1.0448,0.0318,1.145,1.145,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2014-12-31,1.054,1.061,1.074,1.053,1.062,378301,401867.1,0.008,0.759,1.0623,0.105,1.161,1.161,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-05,1.062,1.075,1.089,1.07,1.088,820729,885929.8,0.026,2.4482,1.0794,0.2279,1.191,1.191,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-06,1.088,1.088,1.109,1.088,1.104,552101,607949.9,0.016,1.4706,1.1012,0.1533,1.194,1.194,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-07,1.104,1.126,1.126,1.09,1.114,218001,238577.8,0.01,0.9058,1.0944,0.0605,1.203,1.203,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-08,1.114,1.11,1.149,1.11,1.117,259862,292789.5,0.003,0.2693,1.1267,0.0722,1.188,1.188,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-09,1.117,1.09,1.113,1.09,1.093,332709,364703.8,-0.024,-2.1486,1.0962,0.0924,1.19,1.19,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-12,1.093,1.095,1.099,1.092,1.097,84700,92889.8,0.004,0.366,1.0967,0.0235,1.178,1.178,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-13,1.097,1.089,1.097,1.089,1.097,66500,72518.2,0,0,1.0905,0.0185,1.181,1.181,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-14,1.097,1.1,1.119,1.1,1.104,390309,433674.1,0.007,0.6381,1.1111,0.1084,1.186,1.186,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-15,1.104,1.109,1.139,1.109,1.136,155700,174963.8,0.032,2.8986,1.1237,0.0432,1.195,1.195,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-16,1.136,1.136,1.149,1.12,1.146,482009,547488.5,0.01,0.8803,1.1358,0.1338,1.201,1.201,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-19,1.146,1.14,1.199,1.124,1.146,366600,419304.9,0,0,1.1438,0.1018,1.181,1.181,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-20,1.146,1.159,1.159,1.121,1.14,513800,586705,-0.006,-0.5236,1.1419,0.1427,1.187,1.187,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-21,1.14,1.154,1.154,1.137,1.153,264700,302132.5,0.013,1.1404,1.1414,0.0735,1.193,1.193,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-22,1.153,1.153,1.154,1.147,1.149,216800,249369.6,-0.004,-0.3469,1.1502,0.0602,1.197,1.197,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-23,1.149,1.14,1.15,1.134,1.138,167881,191754.2,-0.011,-0.9574,1.1422,0.0466,1.197,1.197,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-26,1.138,1.142,1.142,1.14,1.141,143100,163296.2,0.003,0.2636,1.1411,0.0397,1.195,1.195,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-27,1.141,1.145,1.145,1.134,1.143,199900,227641.1,0.002,0.1753,1.1388,0.0555,1.194,1.194,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-28,1.143,1.14,1.14,1.13,1.14,31600,35934.6,-0.003,-0.2625,1.1372,0.0088,1.189,1.189,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-29,1.14,1.13,1.139,1.13,1.139,81400,92270.1,-0.001,-0.0877,1.1335,0.0226,1.188,1.188,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-01-30,1.139,1.131,1.139,1.111,1.138,77800,86596.3,-0.001,-0.0878,1.1131,0.0216,1.188,1.188,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-02,1.138,1.131,1.132,1.104,1.132,30000,33662.8,-0.006,-0.5272,1.1221,0.0083,1.185,1.185,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-03,1.132,1.118,1.124,1.118,1.124,28100,31568.3,-0.008,-0.7067,1.1234,0.0078,1.185,1.185,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-04,1.124,1.128,1.128,1.124,1.126,448500,504186,0.002,0.1779,1.1242,0.1245,1.186,1.186,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-05,1.126,1.132,1.133,1.132,1.133,100000,113295,0.007,0.6217,1.1329,0.0278,1.186,1.186,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-06,1.133,1.125,1.125,1.125,1.125,13300,14962.5,-0.008,-0.7061,1.125,0.0037,1.186,1.186,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-09,1.125,1.111,1.13,1.111,1.129,74300,83704.8,0.004,0.3556,1.1266,0.0206,1.187,1.187,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-10,1.129,1.129,1.13,1.129,1.129,127100,143545.8,0,0,1.1294,0.0353,1.188,1.188,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-11,1.129,1.132,1.14,1.132,1.135,455258,517013,0.006,0.5314,1.1356,0.1264,1.189,1.189,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-12,1.135,1.136,1.145,1.136,1.137,139962,159118,0.002,0.1762,1.1369,0.0389,1.191,1.191,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-13,1.137,1.15,1.154,1.15,1.15,36800,42373.2,0.013,1.1434,1.1514,0.0102,1.193,1.193,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-16,1.15,1.151,1.156,1.151,1.155,163000,187955.9,0.005,0.4348,1.1531,0.0453,1.195,1.195,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-17,1.155,1.158,1.162,1.157,1.162,58800,68094.4,0.007,0.6061,1.1581,0.0163,1.197,1.197,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-25,1.162,1.16,1.162,1.16,1.161,61100,70972.5,-0.001,-0.0861,1.1616,0.017,1.198,1.198,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-26,1.161,1.16,1.168,1.16,1.168,182105,211286.9,0.007,0.6029,1.1602,0.0506,1.2,1.2,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-02-27,1.168,1.16,1.18,1.14,1.16,248800,287996.1,-0.008,-0.6849,1.1575,0.0691,1.2,1.2,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-02,1.16,1.169,1.17,1.164,1.17,504899,590270.2,0.01,0.8621,1.1691,0.1402,1.201,1.201,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-03,1.17,1.15,1.156,1.15,1.156,23500,27114.8,-0.014,-1.1966,1.1538,0.0065,1.2,1.2,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-04,1.156,1.155,1.156,1.155,1.155,614134,709334.8,-0.001,-0.0865,1.155,0.1705,1.201,1.201,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-05,1.155,1.152,1.155,1.151,1.154,64800,74767.5,-0.001,-0.0866,1.1538,0.018,1.2,1.2,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-06,1.154,1.153,1.166,1.152,1.166,691400,803021.8,0.012,1.0399,1.1614,0.192,1.199,1.199,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-09,1.166,1.152,1.166,1.152,1.165,71100,82863.2,-0.001,-0.0858,1.1654,0.0197,1.199,1.199,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-10,1.165,1.16,1.162,1.16,1.16,270900,314245.8,-0.005,-0.4292,1.16,0.0752,1.199,1.199,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-11,1.16,1.16,1.16,1.16,1.16,--,--,0,0,--,--,1.2,1.2,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-12,1.16,1.16,1.16,1.16,1.16,--,--,0,0,--,--,1.201,1.201,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-13,1.16,1.16,1.16,1.16,1.16,--,--,0,0,--,--,1.202,1.202,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-16,1.16,1.24,1.24,1.153,1.162,208066,242588.8,0.002,0.1724,1.1659,0.0578,1.203,1.203,
150154.SZ,ÖÐº£»Ý·á´¿Õ®B,2015-03-17,1.162,1.15,1.166,1.135,1.166,344600,400688,0.004,0.3442,1.1628,0.0957,1.203,1.203,
